author,title,description,url,source,image,category,language,country,published_at
Ricardo Bonfim,"Ibovespa Futuro sobe com recuperação depois de “efeito Lula” da véspera e segue exterior; dólar sobe a R$ 5,82","Pré-market mostra ganhos na esteira de um dia muito negativo; ainda no radar dos investidores, discussão sobre PEC Emergencial tem indefiniçõesThe post Ibovespa Futuro sobe com recuperação depois de &#8220;efeito Lula&#8221; da véspera e segue exterior; dólar sobe a R$ 5,82 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-recuperacao-depois-de-efeito-lula-da-vespera-e-segue-exterior-dolar-sobe-a-r-582/,InfoMoney,,business,pt,br,2021-03-09T12:22:50+00:00
Ricardo Bonfim,"Ibovespa tem queda em meio à expectativa por provável troca na Saúde; dólar sobe a R$ 5,60","Mercado registra desempenho negativo na esteira da incerteza política domésticaThe post Ibovespa tem queda em meio à expectativa por provável troca na Saúde; dólar sobe a R$ 5,60 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-tem-queda-em-meio-a-expectativa-por-provavel-troca-na-saude-dolar-sobe-a-r-560/,InfoMoney,,business,pt,br,2021-03-15T13:19:16+00:00
Ricardo Bonfim,"Ibovespa fecha em queda de 1% em meio a aversão a emergentes por notícias da Turquia; dólar sobe a R$ 5,51","Mercado encerra sessão com perdas graças à piora no ambiente internacionalThe post Ibovespa fecha em queda de 1% em meio a aversão a emergentes por notícias da Turquia; dólar sobe a R$ 5,51 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-de-1-em-meio-a-aversao-a-emergentes-por-noticias-da-turquia-dolar-sobe-a-r-551/,InfoMoney,,business,pt,br,2021-03-22T20:14:25+00:00
Ricardo Bonfim,"Ibovespa Futuro sobe em meio à aprovação da PEC Emergencial e se descola do exterior; dólar cai a R$ 5,79","Pré-market mostra desempenho positivo diante da potência fiscal do texto, que foi votado sem as exceções que estavam sendo ventiladasThe post Ibovespa Futuro sobe em meio à aprovação da PEC Emergencial e se descola do exterior; dólar cai a R$ 5,79 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-em-meio-a-aprovacao-da-pec-emergencial-e-se-descola-do-exterior-dolar-cai-a-r-579/,InfoMoney,,business,pt,br,2021-03-10T12:17:29+00:00
Ricardo Bonfim,"Ibovespa fecha em alta e encerra semana com ganho de 4,5%, quebrando sequência negativa; dólar cai a R$ 5,38","Mercado encerra sessão em tom otimista diante do alívio após ruídos de interferência governamental na Petrobras
The post Ibovespa fecha em alta e encerra semana com ganho de 4,5%, quebrando sequência negativa; dólar cai a R$ 5,38 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-e-encerra-semana-com-ganho-de-45-quebrando-sequencia-negativa-dolar-cai-a-r-538/,InfoMoney,,business,pt,br,2021-02-05T21:27:53+00:00
Ricardo Bonfim,"Ibovespa opera entre perdas e ganhos com exterior positivo ofuscado por decisão do STF sobre Lula; dólar sobe a R$ 5,84","Mercado mostra desempenho errático na esteira de um dia muito negativo; ainda no radar dos investidores, discussão sobre PEC Emergencial tem indefiniçõesThe post Ibovespa opera entre perdas e ganhos com exterior positivo ofuscado por decisão do STF sobre Lula; dólar sobe a R$ 5,84 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-opera-entre-perdas-e-ganhos-com-exterior-positivo-ofuscado-por-decisao-do-stf-sobre-lula-dolar-sobe-a-r-584/,InfoMoney,,business,pt,br,2021-03-09T13:18:33+00:00
Ricardo Bonfim,"Ibovespa sobe antes de votação em 2º turno da PEC Emergencial e após estímulos nos EUA; dólar cai a R$ 5,60","Mercado registra ganhos com expectativa por medida fiscal enquanto ganha força do exteriorThe post Ibovespa sobe antes de votação em 2º turno da PEC Emergencial e após estímulos nos EUA; dólar cai a R$ 5,60 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-sobe-antes-de-votacao-em-2o-turno-da-pec-emergencial-e-apos-estimulos-nos-eua-dolar-cai-a-r-560/,InfoMoney,,business,pt,br,2021-03-11T13:15:26+00:00
Ricardo Bonfim,"Ibovespa fecha em queda e acumula perdas de 0,9% em semana marcada pela política; dólar sobe a R$ 5,56","Mercado encerra semana com perdas diante da maior polarização e incerteza políticaThe post Ibovespa fecha em queda e acumula perdas de 0,9% em semana marcada pela política; dólar sobe a R$ 5,56 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-e-acumula-perdas-de-09-em-semana-marcada-pela-politica-dolar-sobe-a-r-556/,InfoMoney,,business,pt,br,2021-03-12T21:33:47+00:00
Ricardo Bonfim,"Ibovespa tem leve alta após aprovação da PEC Emergencial em primeiro turno; dólar cai a R$ 5,77","Mercado registra desempenho positivo diante do alívio nas preocupações com o ajuste fiscalThe post Ibovespa tem leve alta após aprovação da PEC Emergencial em primeiro turno; dólar cai a R$ 5,77 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-tem-leve-alta-apos-aprovacao-da-pec-emergencial-em-primeiro-turno-dolar-cai-a-r-577/,InfoMoney,,business,pt,br,2021-03-10T13:17:53+00:00
Ricardo Bonfim,"Ibovespa Futuro cai após forte alta na véspera e segue bolsas internacionais; dólar sobe a R$ 5,57","Pré-market aponta para dia de correção em meio ao avanço no rendimento dos treasuries de 10 anos dos EUAThe post Ibovespa Futuro cai após forte alta na véspera e segue bolsas internacionais; dólar sobe a R$ 5,57 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-cai-apos-forte-alta-na-vespera-e-segue-bolsas-internacionais-dolar-sobe-a-r-557/,InfoMoney,,business,pt,br,2021-03-12T12:18:24+00:00
Ricardo Bonfim,"Ibovespa fecha em alta impulsionado por PEC Emergencial e pacote dos EUA; dólar cai 2,5% e vai a R$ 5,65","Mercado encerra o pregão com ganhos em dia de extrema volatilidade devido à políticaThe post Ibovespa fecha em alta impulsionado por PEC Emergencial e pacote dos EUA; dólar cai 2,5% e vai a R$ 5,65 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-impulsionado-por-pec-emergencial-e-pacote-dos-eua-dolar-cai-25-e-vai-a-r-565/,InfoMoney,,business,pt,br,2021-03-10T21:33:02+00:00
Ricardo Bonfim,"Ibovespa tem alta de 1,8% em semana marcada por política monetária e volatilidade dos treasuries; dólar cai a R$ 5,48","Mercado encerra em território positivo a semana de forte prevalência de decisões de juros no cenário internacionalThe post Ibovespa tem alta de 1,8% em semana marcada por política monetária e volatilidade dos treasuries; dólar cai a R$ 5,48 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-tem-alta-de-18-em-semana-marcada-por-politica-monetaria-e-volatilidade-dos-treasuries-dolar-cai-a-r-548/,InfoMoney,,business,pt,br,2021-03-19T20:33:54+00:00
Ricardo Bonfim,"Ibovespa Futuro opera entre perdas e ganhos com atenções à possível mudança na Saúde; dólar cai a R$ 5,54","Pré-market mostra desempenho errático à medida que se repercutem as incertezas políticas no Brasil e a rotatividade de ações nos EUAThe post Ibovespa Futuro opera entre perdas e ganhos com atenções à possível mudança na Saúde; dólar cai a R$ 5,54 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-opera-entre-perdas-e-ganhos-com-atencoes-a-possivel-mudanca-na-saude-dolar-cai-a-r-554/,InfoMoney,,business,pt,br,2021-03-15T12:20:42+00:00
Ricardo Bonfim,"Ibovespa Futuro opera entre perdas e ganhos após troca na Saúde e com expectativa por BC e Fed; dólar cai a R$ 5,62","Pré-market mostra desempenho errático já com os investidores em compasso de espera por decisões de política monetáriaThe post Ibovespa Futuro opera entre perdas e ganhos após troca na Saúde e com expectativa por BC e Fed; dólar cai a R$ 5,62 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-opera-entre-perdas-e-ganhos-apos-troca-na-saude-e-com-expectativa-por-bc-e-fed-dolar-cai-a-r-562/,InfoMoney,,business,pt,br,2021-03-16T12:13:58+00:00
rodrigoumpieres,"Ibovespa sobe 0,73% após 3 quedas, mas fecha longe das máximas com fiscal e exterior; dólar vai a R$ 5,38","Índice perdeu força após chegar a subir 1,56% na máxima do dia, mas conseguiu encerrar uma sequência de três quedasThe post Ibovespa sobe 0,73% após 3 quedas, mas fecha longe das máximas com fiscal e exterior; dólar vai a R$ 5,38 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-sobe-073-apos-3-quedas-mas-fecha-longe-das-maximas-com-fiscal-e-exterior-dolar-vai-a-r-538/,InfoMoney,,business,pt,br,2021-02-11T21:20:44+00:00
Ricardo Bonfim,"Ibovespa fecha em alta de 2% e encosta nos 115 mil pontos com exterior e PEC Emergencial; dólar cai a R$ 5,54","Mercado estendeu os ganhos da véspera em meio à melhora no cenário fiscalThe post Ibovespa fecha em alta de 2% e encosta nos 115 mil pontos com exterior e PEC Emergencial; dólar cai a R$ 5,54 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-de-2-e-encosta-nos-115-mil-pontos-com-exterior-e-pec-emergencial-dolar-cai-a-r-554/,InfoMoney,,business,pt,br,2021-03-11T21:26:41+00:00
Ricardo Bonfim,"Ibovespa tem leve alta seguindo recuperação de Wall Street após tombo da véspera; dólar cai a R$ 5,53","Mercado registra desempenho positivo depois de um dia muito ruim na esteira da disparada nos yields das treasuriesThe post Ibovespa tem leve alta seguindo recuperação de Wall Street após tombo da véspera; dólar cai a R$ 5,53 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-tem-leve-alta-seguindo-recuperacao-de-wall-street-apos-tombo-da-vespera-dolar-cai-a-r-553/,InfoMoney,,business,pt,br,2021-03-19T13:21:17+00:00
Ricardo Bonfim,"Ibovespa Futuro sobe descolado do exterior com investidores refletindo resultados e após forte queda da véspera; dólar sobe a R$ 5,53","Pré-market mostra desempenho mais forte graças aos números do quarto trimestre de empresas brasileirasThe post Ibovespa Futuro sobe descolado do exterior com investidores refletindo resultados e após forte queda da véspera; dólar sobe a R$ 5,53 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-descolado-do-exterior-com-investidores-refletindo-resultados-e-apos-forte-queda-da-vespera-dolar-sobe-a-r-553/,InfoMoney,,business,pt,br,2021-02-26T12:24:17+00:00
Redação,MB Associados revisa projeções e vê dólar superando R$ 6 no curto prazo com maior polarização entre Lula e Bolsonaro,"Estimativa para o dólar ao final de 2021 passou de R$ 5,40 para R$ 5,60, enquanto da Selic foi de 4% para 5,5% e para o IPCA foi de 4% para 4,3%The post MB Associados revisa projeções e vê dólar superando R$ 6 no curto prazo com maior polarização entre Lula e Bolsonaro appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/mb-associados-revisa-projecoes-e-ve-dolar-superando-r-6-no-curto-prazo-com-maior-polarizacao-entre-lula-e-bolsonaro/,InfoMoney,,business,pt,br,2021-03-09T20:10:08+00:00
Ricardo Bonfim,"Ibovespa segue exterior e cai após forte alta do dia anterior por aprovação da PEC Emergencial; dólar sobe a R$ 5,56","Mercado registra desempenho negativo na esteira do avanço no rendimento das treasuries, que pressiona Wall StreetThe post Ibovespa segue exterior e cai após forte alta do dia anterior por aprovação da PEC Emergencial; dólar sobe a R$ 5,56 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-segue-exterior-e-cai-apos-forte-alta-do-dia-anterior-por-aprovacao-da-pec-emergencial-dolar-sobe-a-r-556/,InfoMoney,,business,pt,br,2021-03-12T13:12:59+00:00
Ricardo Bonfim,"Ibovespa Futuro cai diante de temor com 3ª onda da Covid na Europa e troca no BC da Turquia; dólar sobe a R$ 5,50","Pré-market mostra perdas em meio a uma geral aversão a risco sobre emergentesThe post Ibovespa Futuro cai diante de temor com 3ª onda da Covid na Europa e troca no BC da Turquia; dólar sobe a R$ 5,50 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-cai-diante-de-temor-com-3a-onda-da-covid-na-europa-e-troca-no-bc-da-turquia-dolar-sobe-a-r-550/,InfoMoney,,business,pt,br,2021-03-22T12:19:28+00:00
marianafonseca,"Dólar turismo no cartão pré-pago bate R$ 6,44; euro turismo chega a R$ 7,67 e libra a R$ 9,30. O que fazer?","Saiba como encontrar a melhor cotação do dólar turismo e de outras moedas, as diferenças em relação ao dólar comercial e por que o câmbio vem subindo tantoThe post Dólar turismo no cartão pré-pago bate R$ 6,44; euro turismo chega a R$ 7,67 e libra a R$ 9,30. O que fazer? appeared first on InfoMoney.",https://www.infomoney.com.br/minhas-financas/dolar-turismo-no-cartao-pre-pago-bate-r-644-euro-turismo-chega-a-r-767-e-libra-a-r-930-o-que-fazer/,InfoMoney,,business,pt,br,2021-03-11T12:13:27+00:00
Ricardo Bonfim,"Ibovespa Futuro tem leve alta após tombo na véspera enquanto investidores monitoram mudança no BB; dólar cai a R$ 5,53","Pré-market registra variação positiva em meio à retração no yield das treasuries, que chegaram a pagar 1,75% ao ano na vésperaThe post Ibovespa Futuro tem leve alta após tombo na véspera enquanto investidores monitoram mudança no BB; dólar cai a R$ 5,53 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-tem-leve-alta-apos-tombo-na-vespera-enquanto-investidores-monitoram-mudanca-no-bb-dolar-cai-a-r-553/,InfoMoney,,business,pt,br,2021-03-19T12:15:59+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:39+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
Bloomberg,Países com rápida distribuição de vacinas fortalecem moedas,"Dos 5 países que lideram o combate à Covid-19, todos, exceto um, registraram ganhos em suas moedas em relação ao dólar em janeiro
The post Países com rápida distribuição de vacinas fortalecem moedas appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/paises-com-rapida-distribuicao-de-vacinas-fortalecem-moedas/,InfoMoney,,business,pt,br,2021-02-04T17:57:41+00:00
lucasbombana,Qual a melhor alternativa para fazer o hedge da sua carteira hoje? Gestores contam suas estratégias,"Aumentar o caixa, expandir a alocação em dólar, recorrer aos derivativos e procurar ativos mais líquidos estão entre as opções mencionadasThe post Qual a melhor alternativa para fazer o hedge da sua carteira hoje? Gestores contam suas estratégias appeared first on InfoMoney.",https://www.infomoney.com.br/onde-investir/qual-a-melhor-alternativa-para-fazer-o-hedge-da-sua-carteira-hoje-gestores-contam-suas-estrategias/,InfoMoney,,business,pt,br,2021-03-11T18:04:44+00:00
Redação,Preços do petróleo caem mais de 7% e registram pior sessão desde setembro,"Dólar mais forte no exterior, aumento adicional nos estoques da commodity e de combustíveis nos Estados Unidos e noticiário sobre a Covid-19 guiam quedaThe post Preços do petróleo caem mais de 7% e registram pior sessão desde setembro appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/precos-do-petroleo-caem-mais-de-7-e-registram-pior-pregao-desde-setembro/,InfoMoney,,business,pt,br,2021-03-18T19:04:07+00:00
Ricardo Bonfim,Quais são as primeiras impressões do mercado sobre a anulação das condenações de Lula pelo STF? 5 analistas comentam,"Sessão é de forte perda para o Ibovespa e de disparada para o dólar, com analistas e economistas vendo aumento da chance de populismo no radarThe post Quais são as primeiras impressões do mercado sobre a anulação das condenações de Lula pelo STF? 5 analistas comentam appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/quais-sao-as-primeiras-impressoes-do-mercado-sobre-a-anulacao-das-condenacoes-de-lula-pelo-stf-5-analistas-comentam/,InfoMoney,,business,pt,br,2021-03-08T20:38:18+00:00
,Banco Central registra lucro de R$ 469 bilhões em 2020,"Alta do dólar gerou a maior parte do resultado positivo, por conta da valorização das reservas internacionais. Parte do resultado positivo já foi repassado ao Tesouro para ajudar na administração da dívida pública. O Banco Central informou que registrou um lucro de R$ 469,611 bilhões em 2020. O balanço do BC foi aprovado nesta quinta-feira (26) pelo Conselho Monetário Nacional (CMN), formado pelos ministros da Economia, pelo secretário especial de Fazenda da pasta e pelo presidente do BC. Segundo o governo, no primeiro semestre de 2020 o BC teve lucro de R$ 503,22 bilhões, enquanto...",https://g1.globo.com/economia/noticia/2021/02/26/banco-central-registra-lucro-de-r-469-bilhoes-em-2020.ghtml,G1 - Economia,,business,pt,br,2021-02-26T17:34:28+00:00
,Instagram remove centenas de contas hackeadas em razão de nomes de usuários valiosos,"Perfis com grande alcance podem ser vendidos por dezenas de milhares de dólares.  Instagram remove centenas de contas hackeadas
Thiago Lavado/G1
O Instagram excluiu nesta quinta-feira (4) centenas de contas que foram hackeadas e vendidas por causa de seus nomes de usuário de alto valor. A rede social também eliminou contas de pessoas por trás dessa ação.
Os nomes de usuário, que podem ser vendidos por dezenas de milhares de dólares, costumam ser palavras curtas valorizadas por sua escassez, como @food ou letras como @B. Empresas de mídia social, incluindo o Instagram, têm regras contra a venda de contas.
Uma porta-voz do Facebook, grupo dono do Instagram, disse que as pessoas envolvidas nesta prática são figuras populares em uma comunidade conhecida como OGUsers, que troca nomes de usuários desejáveis por sites populares do Twitter ao Netflix por dinheiro e influência.
As pessoas acusadas de participar de um grande ataque ao Twitter no ano passado, quando uma série de contas de personalidades e políticos foram sequestradas, também têm ligações com essa prática e com o fórum online OGUsers.
Foi a primeira vez que o Facebook compartilhou suas ações de fiscalização sobre essa atividade, embora tenha afirmado que esteja removendo continuamente contas que promovem tal prática.
A porta-voz do Facebook disse que 'phishing' e troca de SIM - onde os hackers obtêm acesso a um telefone para entrar nas contas associadas a ele - são formas populares de roubar nomes de usuário do Instagram. Mas ela disse que o Facebook também registrou um aumento em métodos como assédio e extorsão.
Download seguro: saiba como baixar programas legítimos
O Facebook, que afirmou estar trabalhando com a polícia, disse que muitas pessoas envolvidas nessa prática são menores de idade. A companhia disse que enviou alertas para cerca de uma dezena de pessoas por trás do ataque hacker e da venda de cerca de 400 contas.
As contas desativadas incluíam as de swappers, que movem os nomes de usuário para novas contas do Instagram e intermediários, que supervisionam as transações entre os compradores e vendedores de nomes de usuário e recebem uma parte do dinheiro, geralmente em bitcoin.
Ações de Twitter e TikTok
O Twitter e o TikTok também disseram que recentemente tomaram medidas contra OGUsers. O Twitter também suspendeu permanentemente uma série de contas da rede OGUsers, disse um porta-voz, acrescentando que sua investigação foi feita em conjunto com o Facebook. 
Uma porta-voz da TikTok disse que recentemente recuperou uma série de nomes de usuário que OGUsers registraram com o objetivo de vendê-los com lucro.",https://g1.globo.com/economia/tecnologia/noticia/2021/02/04/instagram-remove-centenas-de-contas-hackeadas-em-razao-de-nomes-de-usuarios-valiosos.ghtml,G1 - Economia,https://s2.glbimg.com/68PBjmoUWsSXKR95UxuvBYjPWPI=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2019/q/u/c5EdnoTBe2XK3ZAKSIwg/instagram-thiagolavadog1.jpg,business,pt,br,2021-02-04T20:10:30+00:00
